Source,Target,EdgeType,weight,final_label
Doctor 5962,Patient 12698,4,0.004046299,0
Doctor 5962,Patient 16220,4,0.00308115,0
Doctor 5962,Patient 18982,4,0.002282368,0
Doctor 5962,Patient 23487,4,0.00482564,0
Doctor 5962,Patient 38860,4,0.00255717,0
Doctor 5962,Patient 43583,4,0.004699795,0
Doctor 5962,Patient 48689,4,0.003750448,0
Doctor 5962,Patient 52149,4,0.003329299,0
Doctor 5962,Patient 54738,4,0.007099528,0
Doctor 5962,Patient 73843,4,0.004975015,0
Doctor 5962,Patient 85173,4,0.012235262,0
Doctor 5963,Patient 27806,4,0.006999453,0
Doctor 5968,Patient 55021,4,0.004507642,0
Doctor 5968,Patient 57558,4,0.004625339,0
Doctor 5970,Patient 7995,4,0.003143339,0
Doctor 5970,Patient 23566,4,0.005822942,0
Doctor 5970,Patient 36670,4,0.01258711,0
Doctor 5970,Patient 99799,4,0.004035348,0
Doctor 5977,Patient 5092,4,0.00510217,0
Doctor 5977,Patient 30239,4,0.004772752,0
Doctor 5978,Patient 2380,4,0.008852543,0
Doctor 5978,Patient 95859,4,0.004461245,0
Doctor 5979,Patient 9247,4,0.018559743,0
Doctor 5981,Patient 5838,4,0.025008772,0
Doctor 5983,Patient 7065,4,0.002180297,0
Doctor 5984,Patient 81,4,0.004598186,0
Doctor 5986,Patient 1951,4,0.001444774,0
Doctor 5990,Patient 684,4,0.068493709,0
Doctor 5995,Patient 4517,4,0.005022944,0
Doctor 5995,Patient 39874,4,0.003310932,0
Doctor 5995,Patient 51273,4,0.004718039,0
Doctor 5997,Patient 11751,4,0.014974939,0
Doctor 5997,Patient 23857,4,0.01339338,0
Doctor 5998,Patient 68978,4,0.013015273,0
Doctor 5998,Patient 80195,4,0.01330832,0
Doctor 6001,Patient 798,4,0.00222593,0
Doctor 6001,Patient 4035,4,0.002575594,0
Doctor 6001,Patient 4521,4,0.003139899,0
Doctor 6001,Patient 6289,4,0.001726313,0
Doctor 6001,Patient 6311,4,0.001948151,0
Doctor 6001,Patient 6836,4,0.001980278,0
Doctor 6001,Patient 7222,4,0.002207908,0
Doctor 6001,Patient 7554,4,0.002082653,0
Doctor 6001,Patient 7592,4,0.001805184,0
Doctor 6001,Patient 7719,4,0.002640512,0
Doctor 6001,Patient 11797,4,0.004630115,0
Doctor 6001,Patient 13274,4,0.0025795,0
Doctor 6001,Patient 16361,4,0.001945692,0
Doctor 6001,Patient 17104,4,0.003632973,0
Doctor 6001,Patient 21075,4,0.00187612,0
Doctor 6001,Patient 21960,4,0.003475994,0
Doctor 6001,Patient 23958,4,0.00235375,0
Doctor 6001,Patient 29351,4,0.002213523,0
Doctor 6001,Patient 36115,4,0.002148468,0
Doctor 6001,Patient 36146,4,0.002136123,0
Doctor 6001,Patient 37467,4,0.00165232,0
Doctor 6001,Patient 40032,4,0.002034539,0
Doctor 6001,Patient 44824,4,0.001974765,0
Doctor 6001,Patient 44909,4,0.002032366,0
Doctor 6001,Patient 49729,4,0.001699933,0
Doctor 6001,Patient 52121,4,0.001777965,0
Doctor 6001,Patient 54738,4,0.004017251,0
Doctor 6001,Patient 56838,4,0.00279881,0
Doctor 6001,Patient 56985,4,0.001779113,0
Doctor 6001,Patient 58634,4,0.002353902,0
Doctor 6001,Patient 61960,4,0.004905674,0
Doctor 6001,Patient 68722,4,0.002432346,0
Doctor 6001,Patient 70949,4,0.001990307,0
Doctor 6001,Patient 75915,4,0.002809837,0
Doctor 6001,Patient 79570,4,0.001999489,0
Doctor 6001,Patient 83552,4,0.001760526,0
Doctor 6001,Patient 92899,4,0.003612801,0
Doctor 6001,Patient 110443,4,0.002294874,0
Doctor 6001,Patient 111664,4,0.00207564,0
Doctor 6002,Patient 155,4,0.005548583,0
Doctor 6002,Patient 2289,4,0.01978582,0
Doctor 6002,Patient 4090,4,0.003858736,0
Doctor 6002,Patient 4705,4,0.003359234,0
Doctor 6002,Patient 4925,4,0.00350611,0
Doctor 6002,Patient 8963,4,0.003397727,0
Doctor 6002,Patient 14568,4,0.003359439,0
Doctor 6002,Patient 18482,4,0.008911541,0
Doctor 6002,Patient 24119,4,0.003499287,0
Doctor 6002,Patient 30222,4,0.004115437,0
Doctor 6002,Patient 32282,4,0.003951867,0
Doctor 6002,Patient 93770,4,0.005321395,0
Doctor 6003,Patient 5214,4,0.024105377,0
Doctor 6006,Patient 5874,4,0.004864539,0
Doctor 6006,Patient 17150,4,0.008389785,0
Doctor 6006,Patient 32594,4,0.019939231,0
Doctor 6006,Patient 49256,4,0.008286658,0
Doctor 6006,Patient 107510,4,0.006764099,0
Doctor 6009,Patient 14071,4,0.020904839,0
Doctor 6009,Patient 100296,4,0.031107912,0
Doctor 6010,Patient 52384,4,0.055872504,0
Doctor 6014,Patient 28871,4,0.009074838,0
Doctor 6019,Patient 1144,4,0.002230885,0
Doctor 6020,Patient 3651,4,0.017819049,0
Doctor 6020,Patient 24713,4,0.008826286,0
Doctor 6020,Patient 60235,4,0.020895435,0
Doctor 6020,Patient 70980,4,0.029399863,0
Doctor 6023,Patient 72511,4,0.047051437,0
Doctor 6023,Patient 107495,4,0.037790436,0
Doctor 6025,Patient 150,4,0.001241992,0
Doctor 6025,Patient 194,4,0.00119149,0
Doctor 6025,Patient 553,4,0.00134211,0
Doctor 6025,Patient 599,4,0.001216369,0
Doctor 6025,Patient 2994,4,0.001123996,0
Doctor 6025,Patient 3990,4,0.001520097,0
Doctor 6025,Patient 4254,4,0.00143547,0
Doctor 6025,Patient 8426,4,0.00142149,0
Doctor 6025,Patient 9460,4,0.001751054,0
Doctor 6025,Patient 11815,4,0.001469235,0
Doctor 6025,Patient 19994,4,0.001307158,0
Doctor 6025,Patient 28601,4,0.00127075,0
Doctor 6025,Patient 29049,4,0.001270925,0
Doctor 6025,Patient 54173,4,0.001279012,0
Doctor 6025,Patient 84128,4,0.000999887,0
Doctor 6025,Patient 91162,4,0.001772318,0
Doctor 6025,Patient 112935,4,0.001333645,0
Doctor 6031,Patient 372,4,0.00152645,0
Doctor 6031,Patient 2481,4,0.001545367,0
Doctor 6032,Patient 24645,4,0.083268493,0
Doctor 6035,Patient 83517,4,0.004836181,0
Doctor 6038,Patient 2823,4,0.034858007,0
Doctor 6043,Patient 706,4,0.001350127,0
Doctor 6043,Patient 806,4,0.001301684,0
Doctor 6043,Patient 2385,4,0.001298684,0
Doctor 6043,Patient 2450,4,0.001864432,0
Doctor 6043,Patient 3496,4,0.00140915,0
Doctor 6043,Patient 3932,4,0.001326088,0
Doctor 6043,Patient 4487,4,0.001267254,0
Doctor 6043,Patient 4783,4,0.001674115,0
Doctor 6043,Patient 5617,4,0.001250482,0
Doctor 6043,Patient 5934,4,0.001133896,0
Doctor 6043,Patient 6282,4,0.001465493,0
Doctor 6043,Patient 6747,4,0.001342737,0
Doctor 6043,Patient 8071,4,0.001517474,0
Doctor 6043,Patient 8085,4,0.00129684,0
Doctor 6043,Patient 8272,4,0.001249394,0
Doctor 6043,Patient 8487,4,0.001200083,0
Doctor 6043,Patient 9216,4,0.00106794,0
Doctor 6043,Patient 9903,4,0.001107954,0
Doctor 6043,Patient 10256,4,0.001162718,0
Doctor 6043,Patient 10551,4,0.00142412,0
Doctor 6043,Patient 10714,4,0.001285634,0
Doctor 6043,Patient 10947,4,0.00113408,0
Doctor 6043,Patient 11470,4,0.001482408,0
Doctor 6043,Patient 11762,4,0.001127733,0
Doctor 6043,Patient 11784,4,0.00105757,0
Doctor 6043,Patient 12060,4,0.001405063,0
Doctor 6043,Patient 12537,4,0.001028195,0
Doctor 6043,Patient 13430,4,0.001512904,0
Doctor 6043,Patient 15057,4,0.00126396,0
Doctor 6043,Patient 16425,4,0.001675153,0
Doctor 6043,Patient 16810,4,0.0014799,0
Doctor 6043,Patient 16828,4,0.00137893,0
Doctor 6043,Patient 19207,4,0.001375036,0
Doctor 6043,Patient 19682,4,0.002151978,0
Doctor 6043,Patient 20104,4,0.001497912,0
Doctor 6043,Patient 21231,4,0.001329764,0
Doctor 6043,Patient 21944,4,0.001251254,0
Doctor 6043,Patient 22862,4,0.001106818,0
Doctor 6043,Patient 26067,4,0.001746992,0
Doctor 6043,Patient 26174,4,0.001283215,0
Doctor 6043,Patient 29179,4,0.001193644,0
Doctor 6043,Patient 31077,4,0.001279574,0
Doctor 6043,Patient 32636,4,0.001657301,0
Doctor 6043,Patient 34731,4,0.001316705,0
Doctor 6043,Patient 34996,4,0.001323597,0
Doctor 6043,Patient 36797,4,0.001154903,0
Doctor 6043,Patient 36952,4,0.001082516,0
Doctor 6043,Patient 39587,4,0.001057281,0
Doctor 6043,Patient 39625,4,0.001454075,0
Doctor 6043,Patient 40550,4,0.001394945,0
Doctor 6043,Patient 41861,4,0.00141383,0
Doctor 6043,Patient 43799,4,0.002124154,0
Doctor 6043,Patient 44571,4,0.001345368,0
Doctor 6043,Patient 45785,4,0.00125815,0
Doctor 6043,Patient 49315,4,0.001297666,0
Doctor 6043,Patient 49506,4,0.001567483,0
Doctor 6043,Patient 50565,4,0.001661251,0
Doctor 6043,Patient 51248,4,0.001161063,0
Doctor 6043,Patient 52900,4,0.00153289,0
Doctor 6043,Patient 59133,4,0.001357218,0
Doctor 6043,Patient 59265,4,0.001139821,0
Doctor 6043,Patient 60418,4,0.001159555,0
Doctor 6043,Patient 64150,4,0.001200913,0
Doctor 6043,Patient 68838,4,0.001044965,0
Doctor 6043,Patient 71688,4,0.001287339,0
Doctor 6043,Patient 74966,4,0.001726586,0
Doctor 6043,Patient 76814,4,0.001677166,0
Doctor 6043,Patient 77005,4,0.00203835,0
Doctor 6043,Patient 77540,4,0.001441397,0
Doctor 6043,Patient 78652,4,0.001437226,0
Doctor 6043,Patient 78745,4,0.004849292,0
Doctor 6043,Patient 82917,4,0.001427687,0
Doctor 6043,Patient 87952,4,0.00121387,0
Doctor 6043,Patient 89743,4,0.001547197,0
Doctor 6043,Patient 89948,4,0.001094053,0
Doctor 6043,Patient 91701,4,0.001174734,0
Doctor 6043,Patient 92053,4,0.002501546,0
Doctor 6043,Patient 94986,4,0.001046339,0
Doctor 6043,Patient 99365,4,0.001592807,0
Doctor 6043,Patient 104434,4,0.001310666,0
Doctor 6043,Patient 107089,4,0.001322575,0
Doctor 6043,Patient 107187,4,0.001070534,0
Doctor 6043,Patient 113470,4,0.001187528,0
Doctor 6047,Patient 7138,4,0.070811845,0
Doctor 6047,Patient 8684,4,0.007853371,0
Doctor 6047,Patient 9609,4,0.003304348,0
Doctor 6047,Patient 12598,4,0.003441401,0
Doctor 6047,Patient 47141,4,0.005976841,0
Doctor 6047,Patient 83256,4,0.006630989,0
Doctor 6048,Patient 40534,4,0.038401872,0
Doctor 6049,Patient 1508,4,0.00179914,0
Doctor 6050,Patient 1659,4,0.003889292,0
Doctor 6050,Patient 8834,4,0.002769609,0
Doctor 6052,Patient 309,4,0.004362649,0
Doctor 6055,Patient 963,4,0.02028414,0
Doctor 6055,Patient 71929,4,0.019360961,0
Doctor 6056,Patient 83998,4,0.017735234,0
Doctor 6057,Patient 4167,4,0.021923598,0
Doctor 6058,Patient 51076,4,0.003364856,0
Doctor 6060,Patient 465,4,0.004175172,0
Doctor 6060,Patient 96205,4,0.007541745,0
Doctor 6062,Patient 11625,4,0.005974055,0
Doctor 6062,Patient 56845,4,0.005401728,0
Doctor 6062,Patient 59035,4,0.005909452,0
Doctor 6063,Patient 3304,4,0.003044965,0
Doctor 6063,Patient 6485,4,0.002350851,0
Doctor 6063,Patient 10255,4,0.002601952,0
Doctor 6063,Patient 16085,4,0.002955423,0
Doctor 6063,Patient 21736,4,0.001778938,0
Doctor 6063,Patient 22828,4,0.001798091,0
Doctor 6063,Patient 73250,4,0.001838252,0
Doctor 6063,Patient 94431,4,0.002314365,0
Doctor 6064,Patient 4974,4,0.026558312,0
Doctor 6064,Patient 23572,4,0.006935645,0
Doctor 6065,Patient 692,4,0.004577504,0
Doctor 6065,Patient 3984,4,0.007574482,0
Doctor 6065,Patient 11056,4,0.024767822,0
Doctor 6065,Patient 19010,4,0.003508305,0
Doctor 6065,Patient 58440,4,0.010613868,0
Doctor 6065,Patient 71764,4,0.006686943,0
Doctor 6065,Patient 74013,4,0.007438952,0
Doctor 6070,Patient 4411,4,0.006648168,0
Doctor 6074,Patient 7727,4,0.024413519,0
Doctor 6075,Patient 673,4,0.002178481,0
Doctor 6075,Patient 6109,4,0.003799764,0
Doctor 6075,Patient 8278,4,0.003068125,0
Doctor 6076,Patient 28174,4,0.061356749,0
Doctor 6076,Patient 67050,4,0.081587933,0
Doctor 6077,Patient 3751,4,0.003080567,0
Doctor 6077,Patient 114858,4,0.003173951,0
Doctor 6081,Patient 960,4,0.002914145,0
Doctor 6081,Patient 2748,4,0.003099409,0
Doctor 6081,Patient 9150,4,0.004706992,0
Doctor 6081,Patient 9610,4,0.00405817,0
Doctor 6081,Patient 12177,4,0.004529008,0
Doctor 6081,Patient 17222,4,0.005618216,0
Doctor 6081,Patient 19582,4,0.010003502,0
Doctor 6081,Patient 24439,4,0.005425172,0
Doctor 6081,Patient 27785,4,0.003047387,0
Doctor 6081,Patient 49309,4,0.002458842,0
Doctor 6081,Patient 88322,4,0.002421642,0
Doctor 6081,Patient 89310,4,0.002389628,0
Doctor 6081,Patient 110636,4,0.002603372,0
Doctor 6082,Patient 14856,4,0.013267891,0
Doctor 6082,Patient 22476,4,0.016556339,0
Doctor 6084,Patient 3202,4,0.00244247,0
Doctor 6084,Patient 41686,4,0.00167363,0
Doctor 6084,Patient 49859,4,0.001641706,0
Doctor 6085,Patient 1190,4,0.001902287,0
Doctor 6087,Patient 11219,4,0.010036734,0
Doctor 6087,Patient 13233,4,0.015811592,0
Doctor 6087,Patient 15955,4,0.005597734,0
Doctor 6093,Patient 1317,4,0.007360837,0
Doctor 6094,Patient 2297,4,0.001475309,0
Doctor 6098,Patient 53832,4,0.009612274,0
Doctor 6098,Patient 111610,4,0.015935037,0
Doctor 6100,Patient 83650,4,0.037546881,0
Doctor 6101,Patient 4432,4,0.006806212,0
Doctor 6104,Patient 6189,4,0.005048271,0
Doctor 6112,Patient 4178,4,0.008994087,0
Doctor 6114,Patient 4492,4,0.005070608,0
Doctor 6117,Patient 5820,4,0.019178255,0
Doctor 6119,Patient 2420,4,0.002562584,0
Doctor 6121,Patient 10137,4,0.001865402,0
Doctor 6123,Patient 60216,4,0.004281009,0
Doctor 6124,Patient 3984,4,0.009227561,0
Doctor 6124,Patient 8916,4,0.005844065,0
Doctor 6127,Patient 3542,4,0.002806839,0
Doctor 6127,Patient 28961,4,0.003044413,0
Doctor 6130,Patient 5164,4,0.008788745,0
Doctor 6130,Patient 34860,4,0.028123854,0
Doctor 6133,Patient 15273,4,0.001994827,0
Doctor 6133,Patient 17190,4,0.003652606,0
Doctor 6133,Patient 17805,4,0.002835867,0
Doctor 6133,Patient 27493,4,0.002581,0
Doctor 6133,Patient 42562,4,0.001543061,0
Doctor 6133,Patient 60181,4,0.002647834,0
Doctor 6134,Patient 5253,4,0.004251876,0
Doctor 6134,Patient 22114,4,0.002862097,0
Doctor 6137,Patient 4983,4,0.005786697,0
Doctor 6137,Patient 5228,4,0.00530134,0
Doctor 6137,Patient 5718,4,0.007794815,0
Doctor 6137,Patient 13673,4,0.004718735,0
Doctor 6137,Patient 14673,4,0.005923552,0
Doctor 6137,Patient 16685,4,0.005816969,0
Doctor 6137,Patient 20666,4,0.012506614,0
Doctor 6137,Patient 21360,4,0.005235259,0
Doctor 6137,Patient 30005,4,0.005006606,0
Doctor 6137,Patient 37310,4,0.005790357,0
Doctor 6137,Patient 58384,4,0.005994243,0
Doctor 6137,Patient 62188,4,0.003561236,0
Doctor 6138,Patient 18141,4,0.005275177,0
Doctor 6139,Patient 16673,4,0.010453829,0
Doctor 6140,Patient 4808,4,0.009466538,0
Doctor 6143,Patient 7397,4,0.001710495,0
Doctor 6143,Patient 17087,4,0.002656554,0
Doctor 6145,Patient 480,4,0.001589245,0
Doctor 6147,Patient 12572,4,0.001254933,0
Doctor 6147,Patient 15193,4,0.002865753,0
Doctor 6147,Patient 26934,4,0.001407011,0
Doctor 6152,Patient 40417,4,0.027101465,0
Doctor 6160,Patient 4561,4,0.021305827,0
Doctor 6160,Patient 24395,4,0.011435657,0
Doctor 6160,Patient 26149,4,0.011865614,0
Doctor 6160,Patient 35355,4,0.008493594,0
Doctor 6160,Patient 67105,4,0.009006122,0
Doctor 6160,Patient 83950,4,0.015395459,0
Doctor 6162,Patient 5552,4,0.002905215,0
Doctor 6164,Patient 908,4,0.006491727,0
Doctor 6166,Patient 8522,4,0.005334136,0
Doctor 6169,Patient 6156,4,0.02662562,0
Doctor 6169,Patient 53968,4,0.032003265,0
Doctor 6169,Patient 72009,4,0.012003981,0
Doctor 6171,Patient 7389,4,0.006416506,0
Doctor 6171,Patient 10481,4,0.008789435,0
Doctor 6172,Patient 5138,4,0.019628281,0
Doctor 6172,Patient 10567,4,0.024792822,0
Doctor 6175,Patient 4,4,0.015730735,0
Doctor 6176,Patient 3384,4,0.005017746,0
Doctor 6176,Patient 20225,4,0.003979854,0
Doctor 6176,Patient 28864,4,0.015930297,0
Doctor 6178,Patient 114788,4,0.054262228,0
Doctor 6179,Patient 31617,4,0.003127391,0
Doctor 6180,Patient 282,4,0.001177608,0
Doctor 6181,Patient 2044,4,0.014673227,0
Doctor 6184,Patient 98,4,0.001301147,0
Doctor 6184,Patient 201,4,0.000898046,0
Doctor 6184,Patient 732,4,0.001056382,0
Doctor 6184,Patient 927,4,0.001358958,0
Doctor 6184,Patient 1449,4,0.002282731,0
Doctor 6184,Patient 3578,4,0.001133822,0
Doctor 6184,Patient 4308,4,0.001228234,0
Doctor 6184,Patient 17935,4,0.001167496,0
Doctor 6187,Patient 20107,4,0.038016655,0
Doctor 6190,Patient 24430,4,0.03459594,0
Doctor 6191,Patient 13599,4,0.001516803,0
Doctor 6198,Patient 159,4,0.001913224,0
Doctor 6201,Patient 660,4,0.001558247,0
Doctor 6201,Patient 1629,4,0.002401975,0
Doctor 6201,Patient 4238,4,0.001931474,0
Doctor 6201,Patient 8136,4,0.002383664,0
Doctor 6201,Patient 9999,4,0.002475837,0
Doctor 6201,Patient 91696,4,0.002149585,0
Doctor 6201,Patient 115139,4,0.001942967,0
Doctor 6204,Patient 901,4,0.002048941,0
Doctor 6204,Patient 7116,4,0.00217496,0
Doctor 6204,Patient 20108,4,0.002546431,0
Doctor 6205,Patient 66183,4,0.060201053,0
Doctor 6206,Patient 450,4,0.001825909,0
Doctor 6206,Patient 3471,4,0.001889314,0
Doctor 6207,Patient 23712,4,0.05066473,0
Doctor 6213,Patient 9831,4,0.01006684,0
Doctor 6215,Patient 9107,4,0.008584201,0
Doctor 6215,Patient 66866,4,0.006945102,0
Doctor 6215,Patient 74832,4,0.006501239,0
Doctor 6221,Patient 4848,4,0.017968295,0
Doctor 6226,Patient 1608,4,0.003536936,0
Doctor 6226,Patient 4364,4,0.004337954,0
Doctor 6226,Patient 18741,4,0.009650651,0
Doctor 6227,Patient 247,4,0.002712773,0
Doctor 6227,Patient 3895,4,0.003778524,0
Doctor 6228,Patient 41278,4,0.00216304,0
Doctor 6234,Patient 80654,4,0.002573447,0
Doctor 6241,Patient 14058,4,0.007498084,0
Doctor 6241,Patient 38876,4,0.00625133,0
Doctor 6241,Patient 42461,4,0.004322728,0
Doctor 6242,Patient 5978,4,0.002125121,0
Doctor 6242,Patient 11589,4,0.005549591,0
Doctor 6242,Patient 38535,4,0.001882771,0
Doctor 6243,Patient 962,4,0.002659351,0
Doctor 6243,Patient 27205,4,0.001391403,0
Doctor 6244,Patient 15563,4,0.003216011,0
Doctor 6244,Patient 63115,4,0.004553339,0
Doctor 6244,Patient 90294,4,0.006431954,0
Doctor 6248,Patient 8392,4,0.015438015,0
Doctor 6251,Patient 1416,4,0.005830039,0
Doctor 6252,Patient 1333,4,0.00162013,0
Doctor 6254,Patient 20306,4,0.002383241,0
Doctor 6259,Patient 15806,4,0.022297431,0
Doctor 6260,Patient 6242,4,0.015633997,0
Doctor 6260,Patient 7820,4,0.003973011,0
Doctor 6260,Patient 108188,4,0.017102335,0
Doctor 6261,Patient 1995,4,0.001212465,0
Doctor 6261,Patient 8444,4,0.002723343,0
Doctor 6261,Patient 8668,4,0.001222429,0
Doctor 6264,Patient 28468,4,0.003090558,0
Doctor 6266,Patient 3010,4,0.040458705,0
Doctor 6266,Patient 4640,4,0.021762459,0
Doctor 6267,Patient 28,4,0.001277671,0
Doctor 6267,Patient 79701,4,0.00347035,0
Doctor 6271,Patient 81417,4,0.014735434,0
Doctor 6274,Patient 2153,4,0.003419817,0
Doctor 6274,Patient 11317,4,0.003098393,0
Doctor 6277,Patient 3290,4,0.005453461,0
Doctor 6285,Patient 3132,4,0.003945594,0
Doctor 6296,Patient 18674,4,0.519754648,0
Doctor 6302,Patient 605,4,0.000795319,0
Doctor 6302,Patient 2711,4,0.001114039,0
Doctor 6302,Patient 3403,4,0.000849703,0
Doctor 6302,Patient 3409,4,0.00085612,0
Doctor 6306,Patient 1365,4,0.005502699,0
Doctor 6306,Patient 9644,4,0.004217538,0
Doctor 6306,Patient 10098,4,0.004214223,0
Doctor 6307,Patient 115273,4,0.0044059,0
Doctor 6308,Patient 2103,4,0.005759641,0
Doctor 6310,Patient 20884,4,0.008063499,0
Doctor 6311,Patient 3807,4,0.005115347,0
Doctor 6311,Patient 16549,4,0.00488143,0
Doctor 6313,Patient 4974,4,0.019717809,0
Doctor 6313,Patient 8490,4,0.002393143,0
Doctor 6316,Patient 15834,4,0.007598716,0
Doctor 6316,Patient 23195,4,0.003898609,0
Doctor 6316,Patient 25096,4,0.003109124,0
Doctor 6316,Patient 26725,4,0.002779423,0
Doctor 6316,Patient 91400,4,0.004915143,0
Doctor 6318,Patient 918,4,0.001955177,0
Doctor 6319,Patient 54513,4,0.103940256,0
Doctor 6322,Patient 5219,4,0.005881356,0
Doctor 6323,Patient 106651,4,0.019644834,0
Doctor 6324,Patient 99,4,0.002437814,0
Doctor 6324,Patient 544,4,0.001777762,0
Doctor 6324,Patient 3454,4,0.002558519,0
Doctor 6325,Patient 7519,4,0.010039469,0
Doctor 6332,Patient 31220,4,0.003059827,0
Doctor 6334,Patient 22084,4,0.555429637,0
Doctor 6335,Patient 193,4,0.003398438,0
Doctor 6336,Patient 6247,4,0.00203598,0
Doctor 6342,Patient 3371,4,0.003957403,0
Doctor 6343,Patient 779,4,0.00229381,0
Doctor 6343,Patient 1326,4,0.001570194,0
Doctor 6343,Patient 1737,4,0.001538478,0
Doctor 6343,Patient 2798,4,0.001164181,0
Doctor 6344,Patient 6634,4,0.001500648,0
Doctor 6349,Patient 26528,4,0.015943343,0
Doctor 6350,Patient 4105,4,0.002628961,0
Doctor 6353,Patient 9499,4,0.001093715,0
Doctor 6353,Patient 112428,4,0.001128772,0
Doctor 6354,Patient 5454,4,0.004702149,0
Doctor 6356,Patient 8392,4,0.036709938,0
Doctor 6358,Patient 2067,4,0.021619044,0
Doctor 6366,Patient 18508,4,0.001853397,0
Doctor 6366,Patient 20543,4,0.001407061,0
Doctor 6366,Patient 25458,4,0.001112938,0
Doctor 6366,Patient 113356,4,0.001175041,0
Doctor 6368,Patient 6145,4,0.01576603,0
Doctor 6371,Patient 205,4,0.001531173,0
Doctor 6371,Patient 496,4,0.001250764,0
Doctor 6371,Patient 1873,4,0.001664986,0
Doctor 6371,Patient 2067,4,0.003305186,0
Doctor 6371,Patient 7459,4,0.001476623,0
Doctor 6371,Patient 48674,4,0.001014192,0
Doctor 6372,Patient 5733,4,0.007682214,0
Doctor 6374,Patient 2258,4,0.008626486,0
Doctor 6374,Patient 34904,4,0.002824722,0
Doctor 6374,Patient 45058,4,0.005365807,0
Doctor 6374,Patient 96678,4,0.005299347,0
Doctor 6380,Patient 5251,4,0.002115651,0
Doctor 6380,Patient 7418,4,0.00386614,0
Doctor 6380,Patient 7891,4,0.003121457,0
Doctor 6380,Patient 16251,4,0.002528472,0
Doctor 6380,Patient 18088,4,0.002340963,0
Doctor 6380,Patient 20787,4,0.002240298,0
Doctor 6380,Patient 23482,4,0.003001299,0
Doctor 6380,Patient 23594,4,0.002872165,0
Doctor 6380,Patient 76420,4,0.002618397,0
Doctor 6380,Patient 78941,4,0.002472812,0
Doctor 6380,Patient 87709,4,0.003035038,0
Doctor 6380,Patient 111464,4,0.004325178,0
Doctor 6381,Patient 1019,4,0.001811504,0
Doctor 6381,Patient 6373,4,0.002472845,0
Doctor 6381,Patient 15017,4,0.004514434,0
Doctor 6381,Patient 39250,4,0.001822446,0
Doctor 6383,Patient 7,4,0.007095424,0
Doctor 6384,Patient 2711,4,0.002426095,0
Doctor 6385,Patient 890,4,0.005303666,0
Doctor 6387,Patient 938,4,0.004150315,0
Doctor 6388,Patient 9,4,0.000767309,0
Doctor 6388,Patient 90,4,0.000600243,0
Doctor 6388,Patient 338,4,0.000733433,0
Doctor 6388,Patient 779,4,0.001398479,0
Doctor 6388,Patient 1132,4,0.000893096,0
Doctor 6388,Patient 1517,4,0.000597525,0
Doctor 6388,Patient 2369,4,0.00074447,0
Doctor 6388,Patient 3896,4,0.000650696,0
Doctor 6388,Patient 4858,4,0.000791687,0
Doctor 6388,Patient 6876,4,0.000784465,0
Doctor 6388,Patient 7365,4,0.000878446,0
Doctor 6388,Patient 7653,4,0.000918915,0
Doctor 6388,Patient 7964,4,0.000976102,0
Doctor 6388,Patient 9357,4,0.000805283,0
Doctor 6388,Patient 10619,4,0.000680444,0
Doctor 6388,Patient 20477,4,0.000559078,0
Doctor 6397,Patient 39823,4,0.005129139,0
Doctor 6397,Patient 49321,4,0.005364163,0
Doctor 6397,Patient 66924,4,0.007899004,0
Doctor 6399,Patient 281,4,0.001830409,0
Doctor 6400,Patient 949,4,0.001339704,0
Doctor 6400,Patient 1072,4,0.001076112,0
Doctor 6400,Patient 1844,4,0.001468854,0
Doctor 6400,Patient 2599,4,0.001541023,0
Doctor 6400,Patient 6634,4,0.001149382,0
Doctor 6400,Patient 7101,4,0.0014952,0
Doctor 6400,Patient 16641,4,0.001087061,0
Doctor 6401,Patient 3020,4,0.011541922,0
Doctor 6402,Patient 33,4,0.001759813,0
Doctor 6402,Patient 1857,4,0.001347266,0
Doctor 6402,Patient 30389,4,0.002097672,0
Doctor 6408,Patient 9208,4,0.023791188,0
Doctor 6413,Patient 413,4,0.006735384,0
Doctor 6415,Patient 16054,4,0.013178275,0
Doctor 6417,Patient 12714,4,0.026561594,0
Doctor 6420,Patient 114907,4,0.011721365,0
Doctor 6425,Patient 15471,4,0.001942371,0
Doctor 6425,Patient 25047,4,0.001579721,0
Doctor 6429,Patient 72475,4,0.094974518,0
Doctor 6437,Patient 625,4,0.011121728,0
Doctor 6442,Patient 192,4,0.001354504,0
Doctor 6442,Patient 1103,4,0.001222745,0
Doctor 6442,Patient 2026,4,0.00127835,0
Doctor 6442,Patient 2134,4,0.001418259,0
Doctor 6442,Patient 2458,4,0.001190595,0
Doctor 6442,Patient 2963,4,0.000930434,0
Doctor 6442,Patient 5497,4,0.001297764,0
Doctor 6442,Patient 7116,4,0.00131517,0
Doctor 6442,Patient 12774,4,0.00109838,0
Doctor 6442,Patient 24788,4,0.00162892,0
Doctor 6442,Patient 27245,4,0.002090142,0
Doctor 6442,Patient 33137,4,0.001471668,0
Doctor 6446,Patient 94319,4,0.012442392,0
Doctor 6447,Patient 3856,4,0.023944031,0
Doctor 6447,Patient 8878,4,0.025168872,0
Doctor 6447,Patient 21928,4,0.013314995,0
Doctor 6447,Patient 23015,4,0.047553655,0
Doctor 6447,Patient 54840,4,0.013337079,0
Doctor 6450,Patient 110216,4,0.015638327,0
Doctor 6452,Patient 32389,4,0.01367397,0
